newest_id	lat_lng	typename	typename1	name	gps	pure_distance	cityname
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳安蒂娅美兰酒店	113.882943,22.592141	1.7342460852955097	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳富盈宾馆	113.894010,22.585885	1.5092300558348428	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳丽景浠岸酒店	113.885101,22.589214	1.7202823007554533	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;四星级宾馆	御景国际酒店	113.88997,22.58409	1.848552350725324	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	汉庭酒店(深圳西乡彩虹城酒店)	113.882025,22.590344	1.9109420672931785	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	乐源公寓	113.881468,22.593349	1.8219926425122142	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;经济型连锁酒店	如家酒店(深圳宝安客运中心站店)	113.881569,22.590926	1.920978750041971	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所	深圳同德宾馆	113.880979,22.596734	1.779982626631212	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;经济型连锁酒店	快8连锁酒店(深圳前进店)	113.889952,22.583567	1.901170772955319	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;四星级宾馆	登喜路酒店(宝安店)	113.894424,22.581329	1.9899831166878499	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳富城主题酒店	113.896443,22.581901	1.8978404763675483	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;五星级宾馆	深圳登喜路国际大酒店	113.878311,22.593447	2.1268351380641306	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	南国明珠酒店(深圳彩虹城店)	113.879675,22.592889	2.0127292795419747	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店|住宿服务;旅馆招待所;旅馆招待所	OYO·英林宾馆(宝安西乡彩虹城店)	113.880181,22.596482	1.865190390500315	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	丽呈睿轩深圳宝安商业区酒店	113.900657,22.579638	2.1563852841195548	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳乐源宾馆	113.904412,22.580587	2.135774267510719	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳墨缘艺术酒店	113.904975,22.580537	2.1592464325456384	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	富都宾馆(深圳新安四路店)	113.894675,22.580722	2.0513859718525733	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	宜尚酒店(深圳洪浪北地铁站上合花园店)	113.90433,22.580207	2.1734247634659365	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	维也纳酒店(深圳宝安西乡流塘店)	113.888199,22.579424	2.392748448541528	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳银虹宾馆	113.892794,22.580577	2.108995291516764	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	深圳定军山有戏电影酒店	113.875739,22.592115	2.423429256623208	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;宾馆酒店	合意商务宾馆(深圳上川店)	113.901211,22.579223	2.209479780234149	深圳市
3c2a249ea8fa11ec869c8c8caa44e774	113.8981220,22.5989680	酒店	住宿服务;宾馆酒店;经济型连锁酒店	城市便捷酒店(深圳宝安西乡流塘店)	113.887255,22.579568	2.4215692298569818	深圳市
