id    |ods_id|ods_table_name        |city_id|newest_id                       |newest_name       |address                          |lnglat                |poi_num|dr |create_time          |update_time          |
100331|      |dws_db.dws_newest_info|500000 |096034cac852c4bb5b06a50e35276aa6|重庆师范大学师大园         |沙坪坝-大学城-大学城西路36号                 |106.2940150,29.6106240|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100332|      |dws_db.dws_newest_info|440300 |09609568d20985391bcc59a46a8593ff|培峰苑               |金稻田路与禾坑路交汇处                      |114.1255270,22.5875720|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100333|      |dws_db.dws_newest_info|210100 |0960d090ec89b1150352ad4769a22ac2|依云温泉小镇            |红兴路802号                          |123.1750060,41.9181790|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100334|      |dws_db.dws_newest_info|370800 |09640a33168c9faf17d3f35b5d3b8bf1|京投总部广场            |荷花路与圣贤路交汇处                       |116.5898895,35.3527565|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100335|      |dws_db.dws_newest_info|220100 |09648174eb1760fc089edbd4a9108bce|中海景阳公馆            |绿园区南阳路与西环城路交汇处西行800米             |125.2403580,43.8755460|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100336|      |dws_db.dws_newest_info|420100 |0965b3bb9800bdae92c9b50595ae8a21|中大水墨兰轩            |芳草路66号                           |114.2099540,30.5447380|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100337|      |dws_db.dws_newest_info|440600 |0965c1f9fde14b5449b870156c689e8f|美的广场              |南国东路（顺峰山公园正门对面）                  |113.2752550,22.8284060|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100338|      |dws_db.dws_newest_info|500000 |096683a1ff2ee9eaddfbf116ea3a8b1b|香河国际              |九龙西城陶家开发区（九龙桥温泉度假酒店旁）            |106.3469700,29.3585700|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100339|      |dws_db.dws_newest_info|530100 |0966a4505d355f14a28a3b3d9ce7ecb2|世茂璀璨倾城            |官渡区箱子公园路与锦西路交口西北侧                |102.7282510,24.9823410|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100340|      |dws_db.dws_newest_info|420100 |096bb138356f4525a697d102e2da97ee|佳兆业浣溪璞园           |阳逻柴泊大道附近                         |114.6165010,30.6882350|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100341|      |dws_db.dws_newest_info|320300 |096c9194041f50ea74af5b372ff1fa80|湖悦天境              |娇山湖畔地铁3号线钱江路站旁                   |117.1620040,34.1580300|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100342|      |dws_db.dws_newest_info|500000 |096d9a090d92181c5c07beab472d8df6|金科中央御院            |米兰大道320米处（雷家桥水库旁）                |106.6275500,29.4757500|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100343|      |dws_db.dws_newest_info|340100 |0970a5ae5d200a6dbf51ca616af948bd|合肥院子              |西二环董铺路与四里河路交口（董铺路999号）           |117.2132070,31.8912380|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100344|      |dws_db.dws_newest_info|330500 |09720a8dc0b5217ad5a1d2013028bb54|德信上城              |中兴大道与丰桥港交汇处                      |120.1546480,30.8727860|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100345|      |dws_db.dws_newest_info|440300 |0978d394fc59dd25f095af8b5431bd1c|地铁锦上花园            |龙岗大道地铁六约站东南侧                     |114.1792590,22.6335740|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
100346|      |dws_db.dws_newest_info|440100 |0979221e439c486f1860d0f3856a1e3b|星晨时代豪庭            |桥南福景路729号（禺山高级中学南面）              |113.3523580,22.9194440|0      |0  |2021-09-08 13:13:52.0|2021-09-08 13:13:52.0|
